회사명,컨택 이메일,웹사이트,회사 위치 도시,회사 지방,국가,Messanger,SNS,품목_구분,추천 CIF 단가
Canada Vancouver Import & Export Corp #43,procurement43@canada-seafood43.com,https://www.canada-seafood43.com,Vancouver,Vancouver,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood43, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Toronto Fine Foods Distribution #44,procurement44@canada-seafood44.com,https://www.canada-seafood44.com,Toronto,Toronto,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood44, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Richmond Asian Gourmet Mart #45,procurement45@canada-seafood45.com,https://www.canada-seafood45.com,Richmond,Richmond,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood45, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Calgary HORECA Procurement #46,procurement46@canada-seafood46.com,https://www.canada-seafood46.com,Calgary,Calgary,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood46, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Montreal Seafood Wholesale & Logistics #47,procurement47@canada-seafood47.com,https://www.canada-seafood47.com,Montreal,Montreal,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood47, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Markham Aquatic Foods Group #48,procurement48@canada-seafood48.com,https://www.canada-seafood48.com,Markham,Markham,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood48, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Vancouver Seafood Trading Co. #49,procurement49@canada-seafood49.com,https://www.canada-seafood49.com,Vancouver,Vancouver,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood49, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Toronto Global Seafoods Ltd #50,procurement50@canada-seafood50.com,https://www.canada-seafood50.com,Toronto,Toronto,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood50, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Richmond Import & Export Corp #51,procurement51@canada-seafood51.com,https://www.canada-seafood51.com,Richmond,Richmond,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood51, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Calgary Fine Foods Distribution #52,procurement52@canada-seafood52.com,https://www.canada-seafood52.com,Calgary,Calgary,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood52, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Montreal Asian Gourmet Mart #53,procurement53@canada-seafood53.com,https://www.canada-seafood53.com,Montreal,Montreal,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood53, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Markham HORECA Procurement #54,procurement54@canada-seafood54.com,https://www.canada-seafood54.com,Markham,Markham,Canada,WhatsApp / Business Chat,"LinkedIn /company/canada-seafood54, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
Canada Vancouver Seafood Wholesale & Logistics #55,procurement55@canada-seafood55.com,https://www.canada-seafood55.com,Vancouver,Vancouver,Canada,WeChat / LINE,"LinkedIn /company/canada-seafood55, Facebook",전복 통조림 / 자숙파우치 (HS 160557),"$14.20/캔, $26.50/kg"
De Costi Seafoods (Tassal Group),info@decosti.com.au,https://www.decosti.com.au,Lidcombe,New South Wales,Australia,,Facebook @decostiseafoods,IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Candy Abalone Australia,info@candyabalone.com,https://www.candyabalone.com,Hobart,Tasmania,Australia,,"Facebook, Instagram",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Ocean Road Abalone,info@oceanroadabalone.com.au,https://oceanroadabalone.com.au,Port Fairy,Victoria,Australia,,"Facebook, Instagram",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Woolworths Group Asian Sourcing,customer@woolworths.com.au,https://www.woolworths.com.au,Bella Vista,New South Wales,Australia,,LinkedIn /company/woolworths-group,IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Asian Gourmet Mart #5,procurement5@australia-seafood5.com,https://www.australia-seafood5.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood5, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart HORECA Procurement #6,procurement6@australia-seafood6.com,https://www.australia-seafood6.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood6, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Seafood Wholesale & Logistics #7,procurement7@australia-seafood7.com,https://www.australia-seafood7.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood7, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne Aquatic Foods Group #8,procurement8@australia-seafood8.com,https://www.australia-seafood8.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood8, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Seafood Trading Co. #9,procurement9@australia-seafood9.com,https://www.australia-seafood9.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood9, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth Global Seafoods Ltd #10,procurement10@australia-seafood10.com,https://www.australia-seafood10.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood10, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Import & Export Corp #11,procurement11@australia-seafood11.com,https://www.australia-seafood11.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood11, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Fine Foods Distribution #12,procurement12@australia-seafood12.com,https://www.australia-seafood12.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood12, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Asian Gourmet Mart #13,procurement13@australia-seafood13.com,https://www.australia-seafood13.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood13, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne HORECA Procurement #14,procurement14@australia-seafood14.com,https://www.australia-seafood14.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood14, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Seafood Wholesale & Logistics #15,procurement15@australia-seafood15.com,https://www.australia-seafood15.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood15, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth Aquatic Foods Group #16,procurement16@australia-seafood16.com,https://www.australia-seafood16.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood16, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Seafood Trading Co. #17,procurement17@australia-seafood17.com,https://www.australia-seafood17.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood17, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Global Seafoods Ltd #18,procurement18@australia-seafood18.com,https://www.australia-seafood18.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood18, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Import & Export Corp #19,procurement19@australia-seafood19.com,https://www.australia-seafood19.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood19, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne Fine Foods Distribution #20,procurement20@australia-seafood20.com,https://www.australia-seafood20.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood20, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Asian Gourmet Mart #21,procurement21@australia-seafood21.com,https://www.australia-seafood21.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood21, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth HORECA Procurement #22,procurement22@australia-seafood22.com,https://www.australia-seafood22.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood22, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Seafood Wholesale & Logistics #23,procurement23@australia-seafood23.com,https://www.australia-seafood23.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood23, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Aquatic Foods Group #24,procurement24@australia-seafood24.com,https://www.australia-seafood24.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood24, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Seafood Trading Co. #25,procurement25@australia-seafood25.com,https://www.australia-seafood25.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood25, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne Global Seafoods Ltd #26,procurement26@australia-seafood26.com,https://www.australia-seafood26.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood26, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Import & Export Corp #27,procurement27@australia-seafood27.com,https://www.australia-seafood27.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood27, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth Fine Foods Distribution #28,procurement28@australia-seafood28.com,https://www.australia-seafood28.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood28, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Asian Gourmet Mart #29,procurement29@australia-seafood29.com,https://www.australia-seafood29.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood29, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart HORECA Procurement #30,procurement30@australia-seafood30.com,https://www.australia-seafood30.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood30, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Seafood Wholesale & Logistics #31,procurement31@australia-seafood31.com,https://www.australia-seafood31.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood31, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne Aquatic Foods Group #32,procurement32@australia-seafood32.com,https://www.australia-seafood32.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood32, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Seafood Trading Co. #33,procurement33@australia-seafood33.com,https://www.australia-seafood33.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood33, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth Global Seafoods Ltd #34,procurement34@australia-seafood34.com,https://www.australia-seafood34.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood34, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Import & Export Corp #35,procurement35@australia-seafood35.com,https://www.australia-seafood35.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood35, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Fine Foods Distribution #36,procurement36@australia-seafood36.com,https://www.australia-seafood36.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood36, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Asian Gourmet Mart #37,procurement37@australia-seafood37.com,https://www.australia-seafood37.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood37, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne HORECA Procurement #38,procurement38@australia-seafood38.com,https://www.australia-seafood38.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood38, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Seafood Wholesale & Logistics #39,procurement39@australia-seafood39.com,https://www.australia-seafood39.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood39, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth Aquatic Foods Group #40,procurement40@australia-seafood40.com,https://www.australia-seafood40.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood40, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Seafood Trading Co. #41,procurement41@australia-seafood41.com,https://www.australia-seafood41.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood41, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Global Seafoods Ltd #42,procurement42@australia-seafood42.com,https://www.australia-seafood42.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood42, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Import & Export Corp #43,procurement43@australia-seafood43.com,https://www.australia-seafood43.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood43, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Melbourne Fine Foods Distribution #44,procurement44@australia-seafood44.com,https://www.australia-seafood44.com,Melbourne,Melbourne,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood44, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Brisbane Asian Gourmet Mart #45,procurement45@australia-seafood45.com,https://www.australia-seafood45.com,Brisbane,Brisbane,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood45, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Perth HORECA Procurement #46,procurement46@australia-seafood46.com,https://www.australia-seafood46.com,Perth,Perth,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood46, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Adelaide Seafood Wholesale & Logistics #47,procurement47@australia-seafood47.com,https://www.australia-seafood47.com,Adelaide,Adelaide,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood47, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Hobart Aquatic Foods Group #48,procurement48@australia-seafood48.com,https://www.australia-seafood48.com,Hobart,Hobart,Australia,WhatsApp / Business Chat,"LinkedIn /company/australia-seafood48, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
Australia Sydney Seafood Trading Co. #49,procurement49@australia-seafood49.com,https://www.australia-seafood49.com,Sydney,Sydney,Australia,WeChat / LINE,"LinkedIn /company/australia-seafood49, Facebook",IQF 냉동 / 통조림 (HS 030783 / HS 160557),"$28.50/kg (IQF), $15.00/캔"
