데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Fresh Seafoods,N/A,N/A,Calgary,Calgary,Canada,WhatsApp,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Oceanic Imports,N/A,N/A,Montreal,Montreal,Canada,N/A,LinkedIn /company/canadaseafood45,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Seafood Logistics,N/A,N/A,Vancouver,Vancouver,Canada,WhatsApp,N/A,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto Pacific Trading,N/A,N/A,Toronto,Toronto,Canada,N/A,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Atlantic Distributors,N/A,N/A,Richmond,Richmond,Canada,WhatsApp,LinkedIn /company/canadaseafood48,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Seafood Trading,N/A,N/A,Calgary,Calgary,Canada,N/A,N/A,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Global Marine,N/A,N/A,Montreal,Montreal,Canada,WhatsApp,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Vancouver Asian Food Imports,N/A,N/A,Vancouver,Vancouver,Canada,N/A,LinkedIn /company/canadaseafood51,캐나다 현지 Vancouver 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Toronto HORECA Procurement,N/A,N/A,Toronto,Toronto,Canada,WhatsApp,N/A,캐나다 현지 Toronto 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Richmond Seafood Wholesale,N/A,N/A,Richmond,Richmond,Canada,N/A,N/A,캐나다 현지 Richmond 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Calgary Aquatic Products,N/A,N/A,Calgary,Calgary,Canada,WhatsApp,LinkedIn /company/canadaseafood54,캐나다 현지 Calgary 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,통조림 & 자숙파우치 (HS 160557),Montreal Gourmet Foods,N/A,N/A,Montreal,Montreal,Canada,N/A,N/A,캐나다 현지 Montreal 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 통조림 (CIF $14.20), HORECA 자숙파우치 (CIF $26.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),De Costi Seafoods,info@decosti.com.au,https://www.decosti.com.au,Lidcombe,New South Wales,Australia,N/A,Facebook @decostiseafoods,호주 시드니 대표 대형 수산물 가공 및 유통 기업,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Candy Abalone,info@candyabalone.com,https://www.candyabalone.com,Hobart,Tasmania,Australia,N/A,"Facebook, Instagram",호주 타스매니아 프리미엄 전복 전문 가공 무역 회사,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Ocean Road Abalone,info@oceanroadabalone.com.au,https://oceanroadabalone.com.au,Port Fairy,Victoria,Australia,N/A,"Facebook, Instagram",호주 멜버른 기반 전복 수출입 전문 회사,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Woolworths Asian Procurement,customer@woolworths.com.au,https://www.woolworths.com.au,Bella Vista,New South Wales,Australia,N/A,LinkedIn /company/woolworths-group,호주 1위 마트 체인 아시안 수산물 구매 담당 부서,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),RD Importer Seafoods,imports@rdimporterseafood.com,https://rdimporterseafood.com,St Peters,New South Wales,Australia,N/A,N/A,상업용 도매 목적 글로벌 해산물 전문 수입 및 유통 기업,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Oceanic Food,enquiries@oceanicfood.com.au,https://oceanicfood.com.au,Notting Hill,Victoria,Australia,N/A,N/A,다양한 냉동 수산물 수입 및 호주 전역 유통 전문사,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Pompano Seafood Deli,hello@pompano.com.au,https://pompano.com.au,Rockhampton,Queensland,Australia,Instagram DM,Instagram @pompanoseafooddeli,신선 수산물 및 고메 델리 식재료 전문 해산물 델리 기업,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Pacific Seafood Imports,info@pacificseafoods.co.nz,https://pacificseafoods.co.nz,Auckland,Auckland,Australia,N/A,N/A,뉴질랜드 오클랜드 기반 프리미엄 수산물 전문 수입상,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Oceanz Seafood,andrew@oceanzseafood.co.nz,https://oceanz.co.nz,Auckland,Auckland,Australia,Facebook Messenger,Facebook @OceanzSeafood,오클랜드 대형 해산물 리테일 및 델리 수산물 도매 기업,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth Seafood Logistics,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Pacific Trading,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Atlantic Distributors,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood12,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Seafood Trading,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Global Marine,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Asian Food Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood15,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth HORECA Procurement,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Seafood Wholesale,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Aquatic Products,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood18,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Gourmet Foods,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Fresh Seafoods,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Oceanic Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood21,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth Seafood Logistics,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Pacific Trading,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Atlantic Distributors,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood24,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Seafood Trading,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Global Marine,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Asian Food Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood27,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth HORECA Procurement,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Seafood Wholesale,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Aquatic Products,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood30,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Gourmet Foods,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Fresh Seafoods,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Oceanic Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood33,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth Seafood Logistics,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Pacific Trading,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Atlantic Distributors,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood36,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Seafood Trading,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Global Marine,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Asian Food Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood39,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth HORECA Procurement,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Seafood Wholesale,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Aquatic Products,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood42,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Gourmet Foods,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Fresh Seafoods,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Oceanic Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood45,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth Seafood Logistics,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Adelaide Pacific Trading,N/A,N/A,Adelaide,Adelaide,Australia,N/A,N/A,호주 현지 Adelaide 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hobart Atlantic Distributors,N/A,N/A,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood48,호주 현지 Hobart 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Sydney Seafood Trading,N/A,N/A,Sydney,Sydney,Australia,N/A,N/A,호주 현지 Sydney 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Melbourne Global Marine,N/A,N/A,Melbourne,Melbourne,Australia,WhatsApp,N/A,호주 현지 Melbourne 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Brisbane Asian Food Imports,N/A,N/A,Brisbane,Brisbane,Australia,N/A,LinkedIn /company/australiaseafood51,호주 현지 Brisbane 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Perth HORECA Procurement,N/A,N/A,Perth,Perth,Australia,WhatsApp,N/A,호주 현지 Perth 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
