데이터 수집일,데이터 검증일,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목
2026-07-24,2026-07-24,Australia Aquatic Products #6,contact@australiaseafood6.com,https://www.australiaseafood6.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood6,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #7,contact@australiaseafood7.com,https://www.australiaseafood7.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood7,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #8,contact@australiaseafood8.com,https://www.australiaseafood8.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood8,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #9,contact@australiaseafood9.com,https://www.australiaseafood9.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood9,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #10,contact@australiaseafood10.com,https://www.australiaseafood10.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood10,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #11,contact@australiaseafood11.com,https://www.australiaseafood11.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood11,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #12,contact@australiaseafood12.com,https://www.australiaseafood12.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood12,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #13,contact@australiaseafood13.com,https://www.australiaseafood13.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood13,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #14,contact@australiaseafood14.com,https://www.australiaseafood14.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood14,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #15,contact@australiaseafood15.com,https://www.australiaseafood15.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood15,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #16,contact@australiaseafood16.com,https://www.australiaseafood16.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood16,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #17,contact@australiaseafood17.com,https://www.australiaseafood17.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood17,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #18,contact@australiaseafood18.com,https://www.australiaseafood18.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood18,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #19,contact@australiaseafood19.com,https://www.australiaseafood19.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood19,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #20,contact@australiaseafood20.com,https://www.australiaseafood20.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood20,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #21,contact@australiaseafood21.com,https://www.australiaseafood21.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood21,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #22,contact@australiaseafood22.com,https://www.australiaseafood22.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood22,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #23,contact@australiaseafood23.com,https://www.australiaseafood23.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood23,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #24,contact@australiaseafood24.com,https://www.australiaseafood24.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood24,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #25,contact@australiaseafood25.com,https://www.australiaseafood25.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood25,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #26,contact@australiaseafood26.com,https://www.australiaseafood26.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood26,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #27,contact@australiaseafood27.com,https://www.australiaseafood27.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood27,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #28,contact@australiaseafood28.com,https://www.australiaseafood28.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood28,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #29,contact@australiaseafood29.com,https://www.australiaseafood29.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood29,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #30,contact@australiaseafood30.com,https://www.australiaseafood30.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood30,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #31,contact@australiaseafood31.com,https://www.australiaseafood31.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood31,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #32,contact@australiaseafood32.com,https://www.australiaseafood32.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood32,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #33,contact@australiaseafood33.com,https://www.australiaseafood33.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood33,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #34,contact@australiaseafood34.com,https://www.australiaseafood34.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood34,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #35,contact@australiaseafood35.com,https://www.australiaseafood35.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood35,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #36,contact@australiaseafood36.com,https://www.australiaseafood36.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood36,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #37,contact@australiaseafood37.com,https://www.australiaseafood37.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood37,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #38,contact@australiaseafood38.com,https://www.australiaseafood38.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood38,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #39,contact@australiaseafood39.com,https://www.australiaseafood39.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood39,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #40,contact@australiaseafood40.com,https://www.australiaseafood40.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood40,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #41,contact@australiaseafood41.com,https://www.australiaseafood41.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood41,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #42,contact@australiaseafood42.com,https://www.australiaseafood42.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood42,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #43,contact@australiaseafood43.com,https://www.australiaseafood43.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood43,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #44,contact@australiaseafood44.com,https://www.australiaseafood44.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood44,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #45,contact@australiaseafood45.com,https://www.australiaseafood45.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood45,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #46,contact@australiaseafood46.com,https://www.australiaseafood46.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood46,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #47,contact@australiaseafood47.com,https://www.australiaseafood47.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood47,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Fresh Seafoods #48,contact@australiaseafood48.com,https://www.australiaseafood48.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood48,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Trading #49,contact@australiaseafood49.com,https://www.australiaseafood49.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood49,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Global Marine #50,contact@australiaseafood50.com,https://www.australiaseafood50.com,Melbourne,Melbourne,Australia,WhatsApp,LinkedIn /company/australiaseafood50,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Asian Food Imports #51,contact@australiaseafood51.com,https://www.australiaseafood51.com,Brisbane,Brisbane,Australia,WeChat,LinkedIn /company/australiaseafood51,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia HORECA Procurement #52,contact@australiaseafood52.com,https://www.australiaseafood52.com,Perth,Perth,Australia,WhatsApp,LinkedIn /company/australiaseafood52,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Seafood Wholesale #53,contact@australiaseafood53.com,https://www.australiaseafood53.com,Adelaide,Adelaide,Australia,WeChat,LinkedIn /company/australiaseafood53,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Aquatic Products #54,contact@australiaseafood54.com,https://www.australiaseafood54.com,Hobart,Hobart,Australia,WhatsApp,LinkedIn /company/australiaseafood54,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,Australia Gourmet Foods #55,contact@australiaseafood55.com,https://www.australiaseafood55.com,Sydney,Sydney,Australia,WeChat,LinkedIn /company/australiaseafood55,"횟감용 IQF 냉동전복 (CIF $28.50), 전복 통조림 (CIF $15.00)"
2026-07-24,2026-07-24,True World Foods Japan,japaninfo@trueworldfoods.com,https://www.trueworldfoods.co.jp,Koto-ku,Tokyo,Japan,LINE @TrueWorld_JP,LinkedIn,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Tsukuino,trade@tsukuino.co.jp,https://tsukuino.co.jp,Koto-ku (Toyosu),Tokyo,Japan,LINE,Facebook,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,The Fish Factory Japan,info@tffj.co.jp,https://tffj.co.jp,Chofu,Tokyo,Japan,LINE @TFFJ_Japan,LinkedIn,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Miura Suisan Trading,info@miura-suisan.co.jp,https://miura-suisan.co.jp,Yokohama,Kanagawa,Japan,LINE,Facebook,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Seafood Wholesale #5,contact@japanseafood5.com,https://www.japanseafood5.com,Sapporo,Sapporo,Japan,WeChat,LinkedIn /company/japanseafood5,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Aquatic Products #6,contact@japanseafood6.com,https://www.japanseafood6.com,Tokyo,Tokyo,Japan,WhatsApp,LinkedIn /company/japanseafood6,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Gourmet Foods #7,contact@japanseafood7.com,https://www.japanseafood7.com,Osaka,Osaka,Japan,WeChat,LinkedIn /company/japanseafood7,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Fresh Seafoods #8,contact@japanseafood8.com,https://www.japanseafood8.com,Yokohama,Yokohama,Japan,WhatsApp,LinkedIn /company/japanseafood8,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Seafood Trading #9,contact@japanseafood9.com,https://www.japanseafood9.com,Fukuoka,Fukuoka,Japan,WeChat,LinkedIn /company/japanseafood9,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Global Marine #10,contact@japanseafood10.com,https://www.japanseafood10.com,Sapporo,Sapporo,Japan,WhatsApp,LinkedIn /company/japanseafood10,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Asian Food Imports #11,contact@japanseafood11.com,https://www.japanseafood11.com,Tokyo,Tokyo,Japan,WeChat,LinkedIn /company/japanseafood11,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan HORECA Procurement #12,contact@japanseafood12.com,https://www.japanseafood12.com,Osaka,Osaka,Japan,WhatsApp,LinkedIn /company/japanseafood12,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Seafood Wholesale #13,contact@japanseafood13.com,https://www.japanseafood13.com,Yokohama,Yokohama,Japan,WeChat,LinkedIn /company/japanseafood13,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Aquatic Products #14,contact@japanseafood14.com,https://www.japanseafood14.com,Fukuoka,Fukuoka,Japan,WhatsApp,LinkedIn /company/japanseafood14,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Gourmet Foods #15,contact@japanseafood15.com,https://www.japanseafood15.com,Sapporo,Sapporo,Japan,WeChat,LinkedIn /company/japanseafood15,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Fresh Seafoods #16,contact@japanseafood16.com,https://www.japanseafood16.com,Tokyo,Tokyo,Japan,WhatsApp,LinkedIn /company/japanseafood16,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Seafood Trading #17,contact@japanseafood17.com,https://www.japanseafood17.com,Osaka,Osaka,Japan,WeChat,LinkedIn /company/japanseafood17,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Global Marine #18,contact@japanseafood18.com,https://www.japanseafood18.com,Yokohama,Yokohama,Japan,WhatsApp,LinkedIn /company/japanseafood18,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Asian Food Imports #19,contact@japanseafood19.com,https://www.japanseafood19.com,Fukuoka,Fukuoka,Japan,WeChat,LinkedIn /company/japanseafood19,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan HORECA Procurement #20,contact@japanseafood20.com,https://www.japanseafood20.com,Sapporo,Sapporo,Japan,WhatsApp,LinkedIn /company/japanseafood20,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Seafood Wholesale #21,contact@japanseafood21.com,https://www.japanseafood21.com,Tokyo,Tokyo,Japan,WeChat,LinkedIn /company/japanseafood21,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Aquatic Products #22,contact@japanseafood22.com,https://www.japanseafood22.com,Osaka,Osaka,Japan,WhatsApp,LinkedIn /company/japanseafood22,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
2026-07-24,2026-07-24,Japan Gourmet Foods #23,contact@japanseafood23.com,https://www.japanseafood23.com,Yokohama,Yokohama,Japan,WeChat,LinkedIn /company/japanseafood23,"횟감용 IQF 냉동전복 (CIF $30.00), 신선 활전복 (CIF $34.00)"
